id,type,name,native,aliases,region,countries,from_year,to_year,living,period,form,materials,worn,against,restricted,confidence,needs_verification,updated,url,blurb
te-papa,org,Museum of New Zealand Te Papa Tongarewa,Te Papa Tongarewa,Te Papa,aotearoa pacific,NZ,1992,,True,1992 to now,,,,,True,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/org/te-papa/,"New Zealand's national museum, in Wellington, established by the Museum of New Zealand Te Papa Tongarewa Act 1992 and opened on 14 February 1998. Te Papa is Māori for 'the treasure box'."
unesco-ich,org,UNESCO Intangible Cultural Heritage,,the 2003 Convention · Convention for the Safeguarding of the Intangible Cultural Heritage · ICH,world,,2003,,True,2003 to now,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/org/unesco-ich/,"The UNESCO programme run under the 2003 Convention for the Safeguarding of the Intangible Cultural Heritage. It lists practices, not objects."
wellcome-collection,org,Wellcome Collection,,,britain-ireland world maghreb,GB,2007,,True,2007 to now; the collection from the 1890s,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/org/wellcome-collection/,"London museum and library at 183 Euston Road, opened to the public in June 2007 and part of the Wellcome Trust."
wikimedia-commons,org,Wikimedia Commons,,Commons,world,,2004,,True,2004 to now,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/org/wikimedia-commons/,"Media repository run by the Wikimedia Foundation, launched on 7 September 2004, holding over 147 million free-to-use files as of September 2026."
abracadabra,term,abracadabra,,Abrahadabra,rome-italy greece-aegean western-europe britain-ireland,IT GB US,100,,True,Roman imperial to the present,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/abracadabra/,"A word that was an object. Written out as a shrinking triangle on a piece of parchment and hung at the neck, it was a prescription — the earliest surviving instruction for it is a doctor's, for fever."
amulet-word,term,amulet,,amuletum · amulette · amalettys,world western-europe rome-italy,GB US IT,1450,,True,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/amulet-word/,"The English cover-word for a protective object, and the word this atlas is written in."
apotropaic-word,term,apotropaic,ἀποτρόπαιος,apotropaion · apotropaia,greece-aegean western-europe world,GR GB US,-499,,True,Greek antiquity to the present,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/apotropaic-word/,"The scholar's adjective, and nobody's own. No wearer calls a bead apotropaic."
charm-word,term,charm,,charme · carmen,western-europe britain-ireland world,GB US FR,1300,,True,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/charm-word/,A word that has been three things in sequence and is still all three. A charm is a said or sung formula; a charm is a small object worn against harm or for luck; charm is what a person has who is pleasant to be near.
fetish-word,term,fetish,,feitiço · Fetisso · fétiche · fatisso · fetishism,west-africa western-europe central-africa,PT FR GB TG BJ,1610,,True,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/fetish-word/,"A European word, applied from outside, to objects Europeans met on the West African coast and could not file."
fu-word,term,fu,福,福 · 符 · fulu · fú · fú zì,china japan korea diaspora,CN TW MY,960,,True,Song dynasty to the present,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/fu-word/,"One character, printed on a square of red paper and pasted at the entrance, usually turned upside down."
gris-gris-word,term,gris-gris,,grigri · gri-gri · gregory · gerregery · saffi,west-africa caribbean north-america diaspora,SN ML GH HT US,,,False,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/gris-gris-word/,"A word that names a small cloth sack worn on the person, holding Qur'anic verses written on paper and a set number of small objects."
hamsa-word,term,hamsa,خمسة,khamsa · khmisa · hamesh · afus · Hand of Fatima · Hand of Miriam · kef Miryam,maghreb levant arabia-gulf iberia diaspora,MA DZ TN EG IL LB TR ES,,,False,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/hamsa-word/,"A word that is a number. Five — for the fingers — is what the object is called in Arabic, and hamesh, also five, in Hebrew usage."
juju-word,term,juju,,ju-ju · juju man,west-africa diaspora,NG BJ TG CM GH,1860,,True,,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/juju-word/,"In central West Africa — Nigeria, Benin, Togo, Cameroon, Ghana — juju names a body of practice and the objects and spells inside it. In looser English it means magical properties dealing with luck, good or bad."
luck-word,term,luck,,luk · gelucke · gelücke · good luck charm,britain-ireland western-europe north-america world,GB US NL DE,1480,,True,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/luck-word/,"The word the whole 'good luck charm' category hangs on in English, and a late arrival that came in through a card game."
mascot-word,term,mascot,mascotte,mascotte · masco,western-europe north-america world,FR GB US,1867,,True,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/mascot-word/,"The only word in this batch whose modern sense is a job. A mascot is a human, an animal or an object thought to bring luck, or anything that stands for a group with a common public identity — a school, a team, a…"
mojo-word,term,mojo,,mojo bag · toby · lucky hand · nation sack · conjure bag,north-america central-africa west-africa diaspora,US,1920,,True,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/mojo-word/,"In Hoodoo, the African American spiritual tradition, mojo is both the conjure work and the bag that holds it — Wikipedia's article calls a mojo bag a prayer in a bag, a spell that can be carried on the body."
nazar-word,term,nazar,نَظَر,naẓar · nazar boncuğu · máti · cheshm nazar · nazar qurbāni,anatolia arabia-gulf iran-persia south-asia greece-aegean balkans caucasus,TR IR AZ AL GR IN PK BD,,,False,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/nazar-word/,"A word for a glance that has ended up as the name of a glass disc. Naẓar in Arabic is sight, surveillance, attention."
omamori-word,term,omamori,御守 / お守り,mamori · gofu · mamorifuda,japan,JP,,,False,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/omamori-word/,"The Japanese word for a shrine or temple charm, and a rare case of a name that says who is doing the protecting rather than what the thing is made of."
periapt,term,periapt,περίαπτον,periapta · periapte · períapton,greece-aegean britain-ireland western-europe,GB GR,1500,,True,,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/periapt/,"An English word for an amulet worn hung round the neck, defined by the hanging rather than by the shape or the material. It is close to dead."
phylactery-word,term,phylactery,φυλακτήριον,phylacteries · phylaktērion · phylaktēria,greece-aegean levant western-europe north-america,IL GB US GR,50,,True,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/phylactery-word/,"Three words wearing one spelling, and a reader has to know which is meant."
talisman-word,term,talisman,طِلَسْم,ṭilsam · ṭalāsim · telesma,greece-aegean arabia-gulf western-europe world,GB US FR EG TR IR,1630,,True,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/talisman-word/,The word for a made object whose power the maker claims to have put in it.
taweez-word,term,taweez,تعويذ,ta'wiz · taʿwīdh · tawiz · तावीज़ · تعویز,arabia-gulf south-asia anatolia maghreb diaspora,PK IN BD TR EG SA,,,False,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/taweez-word/,"The word across the Muslim world for a worn written charm and, by extension, for the object it is folded into: a pendant, letters carved on metal, a framed prayer."
vodou-not-voodoo,term,Vodou and Vodún — and the spelling this atlas does not use,vodún,Vodou · Vodún · Vodu · Vodoun · Voudoun · vaudou · vaudoux · Ginen,caribbean west-africa north-america diaspora,HT BJ TG GH NG US,1658,,True,,,,,,True,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/vodou-not-voodoo/,"Two religions and one misspelling. Vodún is the religion of Aja, Ewe and Fon people in Benin, Togo, Ghana and Nigeria, with priesthoods, initiatory societies and the divination system Fá."
ward-word,term,ward,,ward off · weard · weardian,britain-ireland western-europe north-america,GB IE US CA AU NZ FR,700,,True,Old English to the present,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/ward-word/,"The English verb for what the carriers of every object in this atlas say it does. Ward off: fend off, repel, turn aside."
yantra-word,term,yantra,यन्त्र,yantrá · yant · ยันต์ · y័ន្ត,south-asia mainland-sea himalaya-tibet,IN NP LK TH KH LA,-999,,True,Rigvedic Sanskrit to the present,,,,,False,medium,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/word/yantra-word/,"A machine. That is the word's plain sense and it has never gone away: yantra is an instrument, a thing built to hold and to do work."
budge-plates,art,Budge's amulet plates,,"Amulets and Superstitions (1930), plates · Budge 1930 plates",ancient-egypt mesopotamia levant britain-ireland world,EG IQ GB,,,False,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/art/budge-plates/,"Twenty-two plates and three hundred in-text illustrations bound into a 543-page book: E. A. Wallis Budge's ""Amulets and superstitions"", published in London and New York by Oxford University Press and H. Milford in 1930."
ex-voto-wall,art,The ex-voto wall,ex voto suscepto,retablo wall · votive paintings · tin paintings,rome-italy mesoamerica iberia western-europe,IT MX ES FR,,,False,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/art/ex-voto-wall/,"Small painted panels hung in ranks inside a church, each showing one bad moment — a cart going over, a fever bed, a boat under a wave — with the saint who intervened floating in the top corner and a line of handwriting…"
lovett-collection,art,The Lovett collection,,Edward Lovett's charms · Magic in Modern London objects · Charmed Life objects,britain-ireland western-europe,GB BE NL,,,False,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/art/lovett-collection/,"Trays and cases of small, worn, mostly cheap charms picked up in London streets between the 1890s and the 1920s by Edward Lovett, and the pictures made of them since: objects laid out in rows on plain grounds, each with…"
market-stall-sign,art,The market stall sign,,amulet stall signage · stall board · trade street name,anatolia mainland-sea mesoamerica ancient-egypt,TR TH MX EG,,,False,,,,,,False,low,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/art/market-stall-sign/,"Whatever tells a buyer, before they reach the tray, what is on it: a painted board, a hand-lettered product name on a jar, a certificate propped against a case, or — in the oldest arrangement — the name of the street…"
petrie-amulet-plates,art,Petrie's amulet plates,,"Amulets (1914), plates · Petrie 1914 plates · the UCL amulet plates",ancient-egypt britain-ireland,EG GB,,,False,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/art/petrie-amulet-plates/,"Plates of small Egyptian amulets, photographed in rows against a plain ground, printed at the back of a slim book: W. M."
the-drawn-signs,art,The drawn signs,,the glyphs · the atlas glyphs · viz.py glyphs,world,,,,False,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/art/the-drawn-signs/,"Twenty-six line drawings, one per sign in this atlas: an eye, a hand, an open palm, a horn, a knot, a serpent, a scarab, a fish, a tooth and claw, a crescent, a cross, a coin with a square hole, a mirror, a red thread…"
votive-wall,art,The votive wall,,wall of tamata · ema rack · wall of offerings,greece-aegean rome-italy japan western-europe north-america,GR IT JP FR CA,,,False,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/art/votive-wall/,"A surface at a shrine covered edge to edge in small identical-format objects left by strangers: hammered metal plaques the size of a playing card, wooden tablets on hooks, crutches wired to a grille."
yant-flash,art,Yant flash,ยันต์,sak yant designs · yantra designs · yant sheet,mainland-sea,TH KH LA MM,,,False,,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/art/yant-flash/,"Sheets of ready-made designs a customer chooses from: geometric grids, tigers, hanuman, rows of script running round a frame."
amulet-or-talisman,story,Amulet or talisman?,,"the definitional argument · what to call the thing · amulet, charm, talisman",world rome-italy arabia-gulf britain-ireland,IT GB IQ EG,1,,True,the first century CE to the present,,,,,False,high,False,2026-09-17,https://nanobotco.github.io/amulet-atlas/story/amulet-or-talisman/,"Two words, one tray of objects, and no agreement about which word goes on which object. Some writers cut the pair by direction — an amulet turns harm away, a talisman pulls fortune in."
dating-a-charm,story,Dating a charm,,the methods note · how /time/ is built · astronomical years,world,,2026,,True,the convention as applied in this build,,,,,False,high,False,2026-09-17,https://nanobotco.github.io/amulet-atlas/story/dating-a-charm/,"The timeline on this site is drawn from one field. Every record may carry a `dating` block with a start year, an end year, a flag saying whether people still carry the thing, and a word saying how the date is known."
free-to-use,story,Free to use,,the licensing record · what you may do with this · CC BY 4.0 and MIT,world,,2026,,True,the licence as applied from 2026,,,,,False,high,False,2026-09-17,https://nanobotco.github.io/amulet-atlas/story/free-to-use/,This is the licence explained to the person who wants to take something. The records and the pages built from them are under Creative Commons Attribution 4.0. The code that builds them is MIT.
most-of-them-are-for-children,story,Most of them are for children,,the claim about infants · testing the atlas against itself · cradle charms,world mesopotamia ancient-egypt rome-italy caribbean iberia,IQ EG IT ES PR CU DO MX TR GR IL US,-2039,,True,the second millennium BCE to the present,,,,,False,high,False,2026-09-17,https://nanobotco.github.io/amulet-atlas/story/most-of-them-are-for-children/,"Somewhere in every general account of amulets sits a sentence saying that the largest single class of them, anywhere in the world, is protection for infants: the cradle charm, the jet fist pinned inside a Puerto Rican…"
the-charm-goes-digital,story,The charm goes digital,,lock-screen charms · NFT amulets · the charm with no inside,japan mainland-sea world,JP TH TR US,2015,,True,the 2010s to the present,,,,,False,high,True,2026-09-17,https://nanobotco.github.io/amulet-atlas/story/the-charm-goes-digital/,"A charm you cannot hold raises every question this atlas asks of a bead, and a few the bead never had to answer."
the-charm-in-the-wall,story,The charm in the wall,,concealed objects · spiritual middens · what builders find,britain-ireland western-europe north-america mesopotamia ancient-egypt,GB BE DE US CA AU IQ EG,-2129,1991,False,the third millennium BCE to the twentieth century,,,,,False,high,False,2026-09-17,https://nanobotco.github.io/amulet-atlas/story/the-charm-in-the-wall/,"A whole class of amulet was never meant to be seen again. It goes up a chimney, under a floor, above a ceiling, into a roof void, beside a door frame, or into a pit cut before the first course of brick."
the-eye-everywhere,story,The eye everywhere,,is the eye universal · one eye or many,world mesopotamia greece-aegean anatolia south-asia mesoamerica brazil ancient-egypt,IQ GR TR IT IN MX PR BR EG ES PT,-2999,,True,Bronze Age to the present,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/story/the-eye-everywhere/,"An eye is drawn, moulded, beaded or painted on protective objects from the Tigris to Tijuana, and the temptation is to call that a single human idea. It is not one thing."
the-fake-market,story,The fake market,,forgery and provenance · what the loupe is for · certificates and copies,mainland-sea himalaya-tibet mesopotamia north-america western-europe,TH CN NP TW DE IQ US GB,1800,,True,the nineteenth century to the present,,,,,False,high,True,2026-09-16,https://nanobotco.github.io/amulet-atlas/story/the-fake-market/,Buyers at an amulet stall arrive with jeweller's loupes. They are not checking whether the clay is old — the clay is usually old enough.
the-swastika-problem,story,The swastika problem,,"swastika and Hakenkreuz · one shape, two meanings · the sign this atlas has to explain",south-asia china japan himalaya-tibet western-europe north-america,IN NP CN JP TH TW DE AT PL LV LT CH BR AU US,1871,,True,the Indus Valley to the present,,,,,False,high,False,2026-09-17,https://nanobotco.github.io/amulet-atlas/story/the-swastika-problem/,One shape carries two meanings that cannot be blended and must not be confused.
what-this-atlas-does-not-print,story,What this atlas does not print,,the restriction rule · why Australia is blank,world australia,AU,1999,,True,the rule as applied from 2026,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/story/what-this-atlas-does-not-print/,"Open the map and one continent is close to empty. Australia has one of the longest continuous records of protective objects anywhere, and this atlas prints almost none of it."
who-owns-a-charm,story,Who owns a charm,,repatriation · returning amulets · whose object is it,world north-america west-africa australia aotearoa britain-ireland,US GB NG AU NZ IE CH IN,1976,,True,1976 to the present,,,,,False,high,False,2026-09-16,https://nanobotco.github.io/amulet-atlas/story/who-owns-a-charm/,A museum drawer of amulets is the hardest kind of collection to hand back and the easiest kind to have taken.
